Provincia                 | Sector                    | 1_P  | 2_P  | 3_P  | 4_P  | 5_P  | 6_P  | 1_NP | 2_NP | 3_NP | 4_NP | 5_NP | 6_NP | Egresados | Anio

Corrientes               | Estatal                   | 239  | 193  | 175  | 181  | 178  | 29   | 0    | 0    | 0    | 0    | 0    | 0    | 176       | 2021

Corrientes               | Estatal                   | 111  | 112  | 96   | 90   | 46   | 0    | 0    | 0    | 3    | 2    | 1    | 0    | 46        | 2021

Corrientes               | Estatal                   | 96   | 113  | 114  | 105  | 105  | 0    | 19   | 23   | 14   | 10   | 0    | 0    | 105       | 2021

Corrientes               | Estatal                   | 93   | 94   | 67   | 67   | 63   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 63        | 2021

Corrientes               | Estatal                   | 41   | 38   | 45   | 65   | 57   | 0    | 0    | 0    | 1    | 0    | 24   | 0    | 57        | 2021

Corrientes               | Estatal                   | 102  | 89   | 95   | 98   | 65   | 0    | 0    | 0    | 0    | 0    | 18   | 0    | 65        | 2021

Corrientes               | Estatal                   | 226  | 204  | 145  | 181  | 146  | 16   | 0    | 1    | 4    | 0    | 0    | 0    | 162       | 2021

Corrientes               | Estatal                   | 51   | 59   | 50   | 40   | 30   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 31        | 2021

Corrientes               | Estatal                   | 823  | 637  | 572  | 552  | 451  | 73   | 71   | 42   | 10   | 12   | 52   | 14   | 519       | 2021

Corrientes               | Privado                   | 116  | 98   | 93   | 60   | 73   | 4    | 1    | 1    | 0    | 0    | 1    | 2    | 96        | 2021

Corrientes               | Estatal                   | 20   | 26   | 24   | 19   | 3    | 0    | 1    | 0    | 4    | 1    | 0    | 0    | 3         | 2021

Corrientes               | Estatal                   | 65   | 45   | 40   | 38   | 20   | 0    | 0    | 0    | 0    | 0    | 13   | 0    | 27        | 2021

Entre Ríos              | Estatal                   | 40   | 45   | 40   | 24   | 30   | 3    | 22   | 6    | 10   | 9    | 2    | 11   | 42        | 2021

Entre Ríos              | Estatal                   | 423  | 386  | 424  | 315  | 288  | 86   | 201  | 153  | 166  | 98   | 74   | 21   | 373       | 2021

Entre Ríos              | Privado                   | 150  | 181  | 116  | 132  | 118  | 0    | 19   | 7    | 28   | 19   | 20   | 0    | 166       | 2021

Entre Ríos              | Estatal                   | 176  | 175  | 118  | 105  | 80   | 0    | 151  | 91   | 67   | 66   | 63   | 0    | 121       | 2021

Entre Ríos              | Estatal                   | 843  | 740  | 783  | 697  | 509  | 94   | 778  | 638  | 471  | 318  | 399  | 16   | 1031      | 2021

Entre Ríos              | Privado                   | 359  | 329  | 292  | 282  | 269  | 0    | 72   | 35   | 35   | 24   | 37   | 0    | 366       | 2021

Entre Ríos              | Estatal                   | 69   | 71   | 56   | 46   | 51   | 2    | 23   | 27   | 40   | 34   | 12   | 2    | 84        | 2021

Entre Ríos              | Estatal                   | 203  | 114  | 132  | 127  | 106  | 34   | 144  | 85   | 124  | 71   | 40   | 3    | 178       | 2021

Entre Ríos              | Privado                   | 3    | 4    | 0    | 0    | 0    | 0    | 4    | 1    | 0    | 0    | 0    | 0    | 0         | 2021

Entre Ríos              | Privado                   | 113  | 126  | 99   | 109  | 88   | 0    | 26   | 24   | 24   | 19   | 23   | 0    | 173       | 2021

Entre Ríos              | Privado                   | 17   | 30   | 20   | 28   | 28   | 7    | 0    | 1    | 0    | 1    | 1    | 0    | 44        | 2021

Entre Ríos              | Privado                   | 35   | 50   | 47   | 49   | 47   | 0    | 32   | 33   | 46   | 24   | 12   | 0    | 72        | 2021

Entre Ríos              | Estatal                   | 134  | 114  | 111  | 90   | 104  | 14   | 49   | 29   | 22   | 10   | 7    | 0    | 129       | 2021

Entre Ríos              | Estatal                   | 352  | 287  | 285  | 185  | 214  | 46   | 307  | 181  | 117  | 63   | 44   | 6    | 257       | 2021

Entre Ríos              | Privado                   | 115  | 119  | 124  | 106  | 116  | 0    | 61   | 65   | 35   | 39   | 25   | 0    | 171       | 2021

Entre Ríos              | Estatal                   | 35   | 29   | 33   | 18   | 37   | 0    | 28   | 11   | 12   | 13   | 5    | 0    | 45        | 2021

Entre Ríos              | Estatal                   | 150  | 103  | 121  | 129  | 146  | 32   | 79   | 44   | 46   | 32   | 35   | 0    | 187       | 2021

Entre Ríos              | Estatal                   | 30   | 47   | 26   | 45   | 43   | 2    | 33   | 21   | 15   | 9    | 17   | 2    | 56        | 2021

Entre Ríos              | Estatal                   | 142  | 97   | 124  | 105  | 100  | 12   | 34   | 52   | 32   | 42   | 43   | 7    | 120       | 2021

Entre Ríos              | Estatal                   | 36   | 33   | 37   | 18   | 16   | 0    | 13   | 8    | 8    | 3    | 3    | 0    | 20        | 2021

Entre Ríos              | Estatal                   | 359  | 292  | 240  | 236  | 246  | 60   | 300  | 228  | 184  | 100  | 50   | 3    | 424       | 2021

Entre Ríos              | Privado                   | 61   | 67   | 49   | 73   | 59   | 0    | 8    | 13   | 13   | 7    | 6    | 0    | 109       | 2021

Entre Ríos              | Estatal                   | 67   | 71   | 56   | 70   | 59   | 0    | 60   | 36   | 41   | 14   | 23   | 0    | 86        | 2021

Entre Ríos              | Estatal                   | 580  | 431  | 410  | 396  | 284  | 53   | 292  | 201  | 157  | 72   | 140  | 49   | 539       | 2021

Entre Ríos              | Privado                   | 544  | 557  | 452  | 451  | 389  | 25   | 71   | 45   | 89   | 47   | 45   | 11   | 489       | 2021

Entre Ríos              | Estatal                   | 73   | 101  | 73   | 56   | 50   | 1    | 61   | 19   | 36   | 36   | 31   | 11   | 62        | 2021

Entre Ríos              | Estatal                   | 12   | 27   | 18   | 23   | 12   | 9    | 12   | 6    | 2    | 2    | 2    | 3    | 29        | 2021

Entre Ríos              | Estatal                   | 176  | 126  | 147  | 145  | 111  | 20   | 90   | 56   | 43   | 31   | 46   | 2    | 170       | 2021

Entre Ríos              | Estatal                   | 286  | 227  | 169  | 179  | 118  | 31   | 269  | 214  | 175  | 93   | 77   | 9    | 246       | 2021

Entre Ríos              | Privado                   | 117  | 127  | 120  | 124  | 123  | 34   | 29   | 23   | 29   | 18   | 20   | 0    | 217       | 2021

Entre Ríos              | Estatal                   | 71   | 80   | 64   | 68   | 60   | 7    | 43   | 39   | 33   | 10   | 27   | 1    | 83        | 2021

Entre Ríos              | Estatal                   | 112  | 105  | 71   | 61   | 75   | 1    | 126  | 96   | 76   | 27   | 18   | 0    | 95        | 2021

Entre Ríos              | Privado                   | 117  | 118  | 93   | 129  | 109  | 0    | 20   | 18   | 20   | 9    | 11   | 0    | 146       | 2021

Entre Ríos              | Estatal                   | 207  | 185  | 202  | 159  | 148  | 26   | 65   | 40   | 39   | 25   | 38   | 2    | 184       | 2021

Entre Ríos              | Estatal                   | 1347 | 1257 | 1161 | 1159 | 1035 | 198  | 1681 | 1160 | 964  | 543  | 420  | 100  | 1426      | 2021

Entre Ríos              | Privado                   | 14   | 2    | 8    | 7    | 12   | 0    | 2    | 0    | 1    | 1    | 0    | 0    | 13        | 2021

Entre Ríos              | Privado                   | 1092 | 1058 | 980  | 950  | 1012 | 11   | 181  | 179  | 175  | 142  | 140  | 16   | 1571      | 2021

Entre Ríos              | Estatal                   | 21   | 17   | 20   | 20   | 16   | 13   | 0    | 0    | 0    | 0    | 0    | 0    | 32        | 2021

Entre Ríos              | Estatal                   | 202  | 138  | 116  | 85   | 81   | 0    | 57   | 42   | 35   | 40   | 35   | 9    | 132       | 2021

Entre Ríos              | Estatal                   | 33   | 28   | 26   | 28   | 26   | 0    | 5    | 10   | 4    | 0    | 5    | 0    | 36        | 2021

Entre Ríos              | Estatal                   | 261  | 198  | 191  | 149  | 133  | 48   | 76   | 46   | 30   | 19   | 13   | 1    | 166       | 2021

Entre Ríos              | Privado                   | 59   | 42   | 25   | 33   | 52   | 0    | 6    | 9    | 11   | 5    | 2    | 0    | 54        | 2021

Entre Ríos              | Estatal                   | 182  | 131  | 118  | 113  | 108  | 0    | 76   | 63   | 45   | 23   | 26   | 0    | 135       | 2021

Entre Ríos              | Estatal                   | 516  | 515  | 441  | 443  | 317  | 73   | 358  | 266  | 183  | 95   | 133  | 24   | 525       | 2021

Entre Ríos              | Privado                   | 27   | 29   | 24   | 25   | 32   | 12   | 2    | 2    | 3    | 0    | 1    | 0    | 32        | 2021

Entre Ríos              | Privado                   | 271  | 263  | 249  | 231  | 189  | 0    | 15   | 14   | 7    | 22   | 16   | 0    | 299       | 2021

Entre Ríos              | Estatal                   | 64   | 64   | 47   | 56   | 31   | 0    | 13   | 8    | 6    | 4    | 6    | 0    | 39        | 2021

Entre Ríos              | Estatal                   | 201  | 193  | 154  | 146  | 133  | 2    | 70   | 30   | 70   | 33   | 25   | 2    | 166       | 2021

Entre Ríos              | Privado                   | 70   | 62   | 49   | 61   | 45   | 0    | 0    | 2    | 2    | 0    | 16   | 0    | 85        | 2021

Entre Ríos              | Estatal                   | 221  | 194  | 178  | 127  | 123  | 29   | 31   | 19   | 20   | 7    | 16   | 0    | 110       | 2021

Entre Ríos              | Estatal                   | 274  | 244  | 279  | 205  | 196  | 21   | 145  | 146  | 90   | 68   | 55   | 8    | 258       | 2021

Entre Ríos              | Privado                   | 96   | 94   | 89   | 93   | 74   | 0    | 2    | 4    | 5    | 0    | 10   | 0    | 81        | 2021

Formosa                  | Estatal                   | 197  | 166  | 123  | 98   | 102  | 10   | 7    | 4    | 3    | 3    | 17   | 4    | 83        | 2021

Formosa                  | Estatal                   | 79   | 65   | 49   | 46   | 54   | 1    | 7    | 2    | 1    | 3    | 1    | 7    | 49        | 2021

Formosa                  | Estatal                   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0         | 2021

Formosa                  | Privado                   | 43   | 41   | 23   | 29   | 19   | 5    | 3    | 2    | 4    | 3    | 2    | 0    | 21        | 2021

Formosa                  | Privado                   | 65   | 69   | 54   | 70   | 80   | 0    | 6    | 9    | 9    | 2    | 10   | 0    | 98        | 2021

Formosa                  | Estatal                   | 134  | 121  | 124  | 122  | 93   | 0    | 14   | 18   | 10   | 4    | 42   | 0    | 125       | 2021

Formosa                  | Estatal                   | 2482 | 2244 | 2139 | 2040 | 1314 | 210  | 424  | 423  | 395  | 309  | 889  | 49   | 2000      | 2021

Formosa                  | Privado                   | 454  | 475  | 434  | 427  | 387  | 0    | 32   | 41   | 37   | 29   | 42   | 0    | 468       | 2021

Formosa                  | Estatal                   | 111  | 101  | 106  | 83   | 84   | 0    | 11   | 12   | 8    | 1    | 3    | 0    | 89        | 2021

Formosa                  | Estatal                   | 165  | 113  | 155  | 156  | 82   | 24   | 0    | 0    | 0    | 0    | 23   | 0    | 118       | 2021

Formosa                  | Estatal                   | 28   | 25   | 24   | 9    | 19   | 0    | 4    | 4    | 3    | 2    | 0    | 0    | 19        | 2021

Formosa                  | Estatal                   | 139  | 146  | 88   | 112  | 60   | 0    | 226  | 133  | 122  | 91   | 99   | 0    | 92        | 2021

Formosa                  | Estatal                   | 313  | 322  | 299  | 217  | 179  | 3    | 12   | 13   | 18   | 8    | 31   | 0    | 208       | 2021

Formosa                  | Estatal                   | 467  | 466  | 492  | 436  | 360  | 13   | 53   | 68   | 62   | 25   | 146  | 4    | 451       | 2021

Formosa                  | Privado                   | 49   | 67   | 70   | 50   | 53   | 0    | 0    | 0    | 0    | 0    | 11   | 0    | 63        | 2021

Formosa                  | Estatal                   | 126  | 105  | 110  | 87   | 82   | 15   | 31   | 14   | 40   | 24   | 35   | 4    | 100       | 2021

Formosa                  | Estatal                   | 160  | 118  | 128  | 90   | 100  | 0    | 17   | 7    | 11   | 7    | 27   | 0    | 120       | 2021

Formosa                  | Estatal                   | 205  | 159  | 103  | 91   | 89   | 0    | 13   | 9    | 9    | 5    | 0    | 0    | 129       | 2021

Formosa                  | Estatal                   | 794  | 710  | 685  | 650  | 455  | 15   | 124  | 143  | 107  | 65   | 225  | 31   | 623       | 2021

Formosa                  | Privado                   | 212  | 132  | 130  | 130  | 113  | 63   | 10   | 12   | 4    | 4    | 14   | 4    | 180       | 2021

Formosa                  | Estatal                   | 231  | 259  | 242  | 174  | 161  | 24   | 22   | 17   | 15   | 11   | 10   | 3    | 159       | 2021

Formosa                  | Estatal                   | 669  | 506  | 547  | 473  | 397  | 46   | 146  | 82   | 72   | 43   | 72   | 13   | 498       | 2021

Formosa                  | Estatal                   | 167  | 120  | 104  | 95   | 87   | 4    | 118  | 69   | 47   | 17   | 4    | 0    | 128       | 2021

Formosa                  | Estatal                   | 43   | 34   | 18   | 22   | 19   | 0    | 24   | 6    | 3    | 3    | 3    | 0    | 37        | 2021

Jujuy                    | Estatal                   | 24   | 22   | 22   | 19   | 19   | 0    | 12   | 16   | 17   | 17   | 11   | 0    | 39        | 2021

Jujuy                    | Estatal                   | 63   | 55   | 70   | 69   | 61   | 5    | 101  | 114  | 125  | 123  | 73   | 6    | 101       | 2021

Jujuy                    | Estatal                   | 31   | 32   | 21   | 33   | 35   | 0    | 28   | 28   | 26   | 18   | 32   | 0    | 49        | 2021

Jujuy                    | Estatal                   | 1448 | 1331 | 1213 | 1256 | 985  | 139  | 1058 | 926  | 857  | 605  | 712  | 117  | 1928      | 2021

Jujuy                    | Privado                   | 671  | 673  | 740  | 722  | 634  | 0    | 56   | 51   | 50   | 33   | 73   | 0    | 1200      | 2021

Jujuy                    | Estatal                   | 35   | 31   | 29   | 31   | 21   | 0    | 60   | 68   | 41   | 27   | 20   | 0    | 31        | 2021

Jujuy                    | Estatal                   | 616  | 503  | 559  | 557  | 356  | 90   | 529  | 396  | 292  | 198  | 423  | 112  | 653       | 2021

Jujuy                    | Privado                   | 134  | 138  | 107  | 149  | 179  | 0    | 26   | 15   | 32   | 18   | 6    | 0    | 217       | 2021

Jujuy                    | Privado                   | 44   | 46   | 27   | 42   | 86   | 0    | 2    | 0    | 0    | 0    | 10   | 0    | 128       | 2021

Jujuy                    | Estatal                   | 16   | 25   | 15   | 9    | 12   | 0    | 5    | 20   | 13   | 8    | 18   | 0    | 29        | 2021

Jujuy                    | Estatal                   | 47   | 82   | 50   | 61   | 37   | 33   | 66   | 56   | 34   | 22   | 46   | 1    | 202       | 2021

Jujuy                    | Estatal                   | 7    | 17   | 3    | 6    | 4    | 0    | 17   | 17   | 15   | 9    | 12   | 0    | 23        | 2021

Jujuy                    | Estatal                   | 581  | 552  | 567  | 488  | 438  | 44   | 277  | 196  | 140  | 85   | 340  | 10   | 701       | 2021

Jujuy                    | Privado                   | 150  | 175  | 130  | 126  | 139  | 72   | 0    | 0    | 0    | 0    | 0    | 0    | 162       | 2021

Jujuy                    | Estatal                   | 18   | 18   | 13   | 7    | 11   | 6    | 23   | 15   | 14   | 2    | 5    | 2    | 21        | 2021

Jujuy                    | Estatal                   | 256  | 182  | 167  | 176  | 109  | 46   | 153  | 173  | 180  | 156  | 169  | 12   | 366       | 2021

Jujuy                    | Estatal                   | 9    | 6    | 11   | 17   | 16   | 0    | 5    | 5    | 5    | 3    | 6    | 0    | 27        | 2021

Jujuy                    | Estatal                   | 7    | 10   | 15   | 8    | 11   | 0    | 17   | 14   | 13   | 9    | 24   | 0    | 32        | 2021

Jujuy                    | Estatal                   | 24   | 14   | 13   | 18   | 18   | 7    | 7    | 5    | 9    | 6    | 5    | 0    | 50        | 2021

Jujuy                    | Estatal                   | 337  | 367  | 438  | 346  | 379  | 76   | 231  | 226  | 173  | 177  | 183  | 9    | 812       | 2021

Jujuy                    | Privado                   | 52   | 63   | 65   | 73   | 77   | 0    | 5    | 3    | 3    | 1    | 9    | 0    | 125       | 2021

Jujuy                    | Estatal                   | 15   | 9    | 11   | 8    | 13   | 18   | 0    | 2    | 4    | 1    | 3    | 3    | 32        | 2021

Jujuy                    | Estatal                   | 130  | 93   | 104  | 92   | 112  | 20   | 37   | 9    | 27   | 19   | 33   | 13   | 173       | 2021

Jujuy                    | Estatal                   | 25   | 22   | 35   | 21   | 28   | 0    | 11   | 13   | 12   | 4    | 3    | 2    | 42        | 2021

Jujuy                    | Estatal                   | 67   | 47   | 75   | 46   | 29   | 0    | 5    | 11   | 3    | 3    | 14   | 0    | 42        | 2021

Jujuy                    | Estatal                   | 17   | 24   | 31   | 31   | 39   | 3    | 0    | 0    | 1    | 0    | 0    | 0    | 49        | 2021

Jujuy                    | Estatal                   | 46   | 32   | 41   | 40   | 32   | 4    | 114  | 82   | 64   | 56   | 49   | 27   | 152       | 2021

Jujuy                    | Estatal                   | 49   | 54   | 62   | 58   | 52   | 8    | 1    | 1    | 1    | 0    | 12   | 0    | 52        | 2021

Jujuy                    | Estatal                   | 27   | 18   | 32   | 17   | 18   | 4    | 15   | 15   | 11   | 12   | 12   | 1    | 38        | 2021

Jujuy                    | Estatal                   | 6    | 16   | 19   | 13   | 7    | 1    | 16   | 19   | 12   | 7    | 1    | 0    | 11        | 2021

Jujuy                    | Estatal                   | 111  | 100  | 60   | 73   | 52   | 17   | 169  | 162  | 146  | 68   | 117  | 8    | 241       | 2021

La Pampa                 | Estatal                   | 10   | 5    | 8    | 3    | 6    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 12        | 2021

La Pampa                 | Estatal                   | 38   | 58   | 50   | 35   | 30   | 5    | 0    | 0    | 0    | 0    | 0    | 0    | 32        | 2021

La Pampa                 | Estatal                   | 9    | 20   | 29   | 13   | 15   | 0    | 0    | 0    | 0    | 0    | 10   | 0    | 15        | 2021

La Pampa                 | Estatal                   | 33   | 27   | 20   | 15   | 12   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 23        | 2021

La Pampa                 | Estatal                   | 794  | 736  | 699  | 613  | 523  | 29   | 72   | 57   | 41   | 45   | 276  | 20   | 714       | 2021

La Pampa                 | Privado                   | 311  | 266  | 327  | 302  | 255  | 0    | 0    | 0    | 0    | 0    | 17   | 0    | 318       | 2021

La Pampa                 | Estatal                   | 15   | 11   | 10   | 15   | 5    | 0    | 0    | 0    | 0    | 0    | 7    | 0    | 5         | 2021

La Pampa                 | Estatal                   | 33   | 38   | 31   | 26   | 34   | 0    | 0    | 0    | 0    | 0    | 4    | 0    | 37        | 2021

La Pampa                 | Estatal                   | 33   | 45   | 14   | 17   | 13   | 8    | 0    | 0    | 0    | 0    | 13   | 2    | 26        | 2021

La Pampa                 | Estatal                   | 23   | 25   | 22   | 24   | 10   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 10        | 2021

La Pampa                 | Estatal                   | 21   | 19   | 0    | 0    | 0    | 0    | 0    | 1    | 0    | 0    | 0    | 0    | 0         | 2021

La Pampa                 | Estatal                   | 102  | 102  | 83   | 92   | 84   | 5    | 0    | 0    | 0    | 0    | 34   | 7    | 99        | 2021

La Pampa                 | Estatal                   | 24   | 15   | 12   | 13   | 7    | 0    | 0    | 0    | 0    | 0    | 3    | 0    | 10        | 2021

La Pampa                 | Estatal                   | 12   | 11   | 10   | 11   | 5    | 0    | 0    | 0    | 0    | 0    | 1    | 0    | 5         | 2021

La Pampa                 | Estatal                   | 72   | 81   | 61   | 57   | 63   | 5    | 1    | 1    | 0    | 2    | 0    | 3    | 118       | 2021

La Pampa                 | Privado                   | 66   | 67   | 53   | 70   | 43   | 0    | 0    | 0    | 0    | 0    | 12   | 0    | 57        | 2021

La Pampa                 | Privado                   | 379  | 352  | 289  | 284  | 285  | 8    | 5    | 4    | 1    | 1    | 90   | 0    | 385       | 2021

La Pampa                 | Estatal                   | 31   | 46   | 25   | 26   | 41   | 0    | 0    | 3    | 0    | 0    | 6    | 0    | 45        | 2021

La Pampa                 | Estatal                   | 7    | 17   | 11   | 9    | 9    | 1    | 0    | 0    | 0    | 0    | 8    | 2    | 16        | 2021

La Pampa                 | Estatal                   | 47   | 34   | 21   | 16   | 12   | 5    | 0    | 1    | 0    | 1    | 4    | 5    | 18        | 2021

La Pampa                 | Estatal                   | 46   | 36   | 20   | 38   | 26   | 0    | 0    | 0    | 0    | 0    | 0    | 8    | 37        | 2021

La Pampa                 | Estatal                   | 27   | 36   | 26   | 15   | 11   | 0    | 0    | 0    | 0    | 0    | 5    | 0    | 11        | 2021

La Pampa                 | Estatal                   | 440  | 310  | 253  | 231  | 231  | 20   | 1    | 0    | 0    | 0    | 132  | 40   | 371       | 2021

La Pampa                 | Privado                   | 115  | 122  | 95   | 105  | 114  | 0    | 20   | 16   | 14   | 15   | 29   | 0    | 149       | 2021

La Pampa                 | Estatal                   | 26   | 18   | 15   | 24   | 9    | 0    | 1    | 0    | 1    | 1    | 1    | 0    | 10        | 2021

La Pampa                 | Estatal                   | 78   | 59   | 34   | 40   | 57   | 12   | 19   | 8    | 9    | 0    | 31   | 9    | 86        | 2021

La Pampa                 | Estatal                   | 16   | 7    | 10   | 14   | 14   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 18        | 2021

La Pampa                 | Estatal                   | 28   | 25   | 30   | 20   | 12   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 26        | 2021

La Pampa                 | Estatal                   | 35   | 16   | 10   | 8    | 12   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 13        | 2021

La Pampa                 | Estatal                   | 57   | 44   | 46   | 37   | 23   | 0    | 0    | 0    | 0    | 0    | 7    | 0    | 95        | 2021

La Pampa                 | Estatal                   | 12   | 20   | 9    | 11   | 12   | 0    | 0    | 0    | 0    | 0    | 5    | 0    | 15        | 2021

La Pampa                 | Estatal                   | 88   | 67   | 76   | 76   | 66   | 6    | 0    | 0    | 0    | 0    | 44   | 11   | 93        | 2021

La Pampa                 | Estatal                   | 69   | 56   | 43   | 57   | 55   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 102       | 2021

La Pampa                 | Estatal                   | 8    | 8    | 5    | 7    | 12   | 0    | 0    | 0    | 0    | 0    | 1    | 0    | 16        | 2021

La Pampa                 | Estatal                   | 22   | 20   | 17   | 23   | 14   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 21        | 2021

La Pampa                 | Estatal                   | 122  | 110  | 95   | 83   | 69   | 19   | 0    | 0    | 0    | 0    | 26   | 12   | 118       | 2021

La Rioja                 | Estatal                   | 36   | 28   | 19   | 8    | 12   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 21        | 2021

La Rioja                 | Estatal                   | 82   | 106  | 82   | 85   | 76   | 9    | 57   | 11   | 8    | 11   | 11   | 9    | 104       | 2021

La Rioja                 | Estatal                   | 55   | 52   | 30   | 30   | 24   | 7    | 0    | 0    | 0    | 0    | 3    | 0    | 17        | 2021

La Rioja                 | Estatal                   | 2570 | 2683 | 2972 | 2204 | 1960 | 214  | 205  | 164  | 195  | 112  | 300  | 85   | 2045      | 2021

La Rioja                 | Privado                   | 609  | 631  | 575  | 564  | 427  | 0    | 0    | 2    | 2    | 2    | 35   | 0    | 484       | 2021

La Rioja                 | Estatal                   | 46   | 61   | 38   | 47   | 39   | 7    | 0    | 0    | 0    | 1    | 14   | 0    | 32        | 2021

La Rioja                 | Estatal                   | 14   | 13   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0         | 2021

La Rioja                 | Estatal                   | 158  | 222  | 170  | 167  | 127  | 25   | 12   | 9    | 17   | 15   | 8    | 6    | 123       | 2021

La Rioja                 | Estatal                   | 101  | 88   | 116  | 110  | 87   | 47   | 0    | 0    | 0    | 0    | 0    | 0    | 119       | 2021

La Rioja                 | Estatal                   | 409  | 435  | 324  | 214  | 248  | 48   | 196  | 175  | 183  | 119  | 84   | 29   | 408       | 2021

La Rioja                 | Estatal                   | 16   | 17   | 31   | 31   | 26   | 0    | 0    | 1    | 0    | 0    | 0    | 0    | 26        | 2021

La Rioja                 | Estatal                   | 118  | 124  | 91   | 89   | 97   | 0    | 0    | 3    | 2    | 0    | 46   | 0    | 108       | 2021

La Rioja                 | Estatal                   | 15   | 19   | 15   | 13   | 11   | 16   | 0    | 0    | 0    | 0    | 0    | 0    | 16        | 2021

La Rioja                 | Estatal                   | 142  | 155  | 164  | 161  | 170  | 10   | 1    | 0    | 0    | 2    | 5    | 0    | 185       | 2021

La Rioja                 | Privado                   | 13   | 17   | 21   | 18   | 19   | 10   | 23   | 13   | 5    | 5    | 2    | 1    | 33        | 2021

La Rioja                 | Privado                   | 191  | 219  | 197  | 182  | 209  | 0    | 0    | 0    | 0    | 0    | 32   | 0    | 229       | 2021

La Rioja                 | Estatal                   | 47   | 48   | 46   | 58   | 32   | 6    | 30   | 28   | 13   | 2    | 21   | 19   | 35        | 2021

La Rioja                 | Estatal                   | 46   | 49   | 27   | 28   | 40   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 52        | 2021

La Rioja                 | Estatal                   | 42   | 36   | 20   | 34   | 32   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 32        | 2021

La Rioja                 | Estatal                   | 63   | 56   | 54   | 50   | 54   | 0    | 2    | 1    | 1    | 1    | 0    | 0    | 66        | 2021

La Rioja                 | Estatal                   | 40   | 39   | 34   | 33   | 37   | 0    | 8    | 9    | 14   | 7    | 7    | 0    | 44        | 2021

La Rioja                 | Estatal                   | 31   | 25   | 15   | 16   | 18   | 0    | 4    | 6    | 0    | 0    | 0    | 0    | 18        | 2021

La Rioja                 | Estatal                   | 55   | 42   | 56   | 65   | 36   | 29   | 0    | 0    | 0    | 0    | 0    | 0    | 45        | 2021

La Rioja                 | Estatal                   | 52   | 48   | 34   | 31   | 21   | 0    | 0    | 0    | 0    | 0    | 4    | 0    | 21        | 2021

La Rioja                 | Estatal                   | 56   | 52   | 40   | 25   | 38   | 0    | 0    | 0    | 0    | 0    | 1    | 0    | 38        | 2021

La Rioja                 | Estatal                   | 206  | 169  | 171  | 174  | 135  | 14   | 31   | 31   | 16   | 22   | 15   | 5    | 250       | 2021

La Rioja                 | Estatal                   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0         | 2021

La Rioja                 | Estatal                   | 40   | 39   | 47   | 45   | 50   | 11   | 0    | 0    | 0    | 0    | 0    | 0    | 51        | 2021

Mendoza                  | Estatal                   | 3007 | 2780 | 2443 | 2294 | 2146 | 396  | 6    | 0    | 0    | 2    | 406  | 19   | 2444      | 2021

Mendoza                  | Privado                   | 1291 | 1193 | 1159 | 1031 | 981  | 0    | 0    | 0    | 0    | 0    | 76   | 11   | 1249      | 2021

Mendoza                  | Estatal                   | 16   | 4    | 9    | 7    | 8    | 2    | 0    | 0    | 0    | 0    | 0    | 0    | 19        | 2021

Mendoza                  | Privado                   | 168  | 142  | 149  | 129  | 103  | 8    | 0    | 0    | 0    | 0    | 4    | 0    | 132       | 2021

Mendoza                  | Privado                   | 193  | 187  | 129  | 137  | 153  | 0    | 0    | 0    | 0    | 0    | 48   | 0    | 228       | 2021

Mendoza                  | Estatal                   | 31   | 34   | 28   | 20   | 19   | 7    | 0    | 0    | 0    | 0    | 11   | 6    | 16        | 2021

Mendoza                  | Estatal                   | 352  | 316  | 272  | 239  | 196  | 81   | 0    | 0    | 0    | 0    | 83   | 14   | 262       | 2021

Mendoza                  | Privado                   | 159  | 125  | 116  | 118  | 38   | 0    | 0    | 0    | 0    | 0    | 16   | 0    | 87        | 2021

Mendoza                  | Estatal                   | 882  | 636  | 446  | 420  | 369  | 59   | 0    | 0    | 0    | 0    | 145  | 4    | 522       | 2021

