Provincia                 | Sector                    | 1_P  | 2_P  | 3_P  | 4_P  | 5_P  | 6_P  | 1_NP | 2_NP | 3_NP | 4_NP | 5_NP | 6_NP | Egresados | Anio
Mendoza                  | Privado                   | 587  | 536  | 593  | 495  | 668  | 0    | 0    | 0    | 0    | 0    | 112  | 0    | 826       | 2021

Mendoza                  | Estatal                   | 248  | 183  | 119  | 152  | 122  | 11   | 0    | 0    | 0    | 0    | 84   | 15   | 160       | 2021

Mendoza                  | Estatal                   | 1227 | 1040 | 745  | 591  | 422  | 57   | 0    | 0    | 0    | 0    | 307  | 57   | 714       | 2021

Mendoza                  | Privado                   | 77   | 79   | 76   | 77   | 44   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 92        | 2021

Mendoza                  | Privado                   | 734  | 702  | 655  | 559  | 519  | 0    | 0    | 0    | 0    | 0    | 155  | 0    | 696       | 2021

Mendoza                  | Estatal                   | 197  | 182  | 169  | 143  | 147  | 26   | 0    | 0    | 0    | 0    | 10   | 0    | 129       | 2021

Mendoza                  | Estatal                   | 385  | 392  | 269  | 258  | 281  | 100  | 0    | 0    | 0    | 0    | 24   | 26   | 262       | 2021

Mendoza                  | Estatal                   | 137  | 105  | 102  | 94   | 80   | 45   | 0    | 0    | 0    | 0    | 11   | 0    | 104       | 2021

Mendoza                  | Estatal                   | 1169 | 1000 | 879  | 670  | 535  | 99   | 0    | 0    | 0    | 0    | 322  | 22   | 658       | 2021

Mendoza                  | Privado                   | 113  | 101  | 82   | 82   | 73   | 0    | 0    | 0    | 0    | 0    | 13   | 0    | 110       | 2021

Mendoza                  | Estatal                   | 281  | 244  | 207  | 137  | 108  | 37   | 0    | 0    | 0    | 0    | 34   | 12   | 208       | 2021

Mendoza                  | Estatal                   | 202  | 184  | 190  | 151  | 119  | 0    | 0    | 0    | 0    | 0    | 59   | 0    | 147       | 2021

Mendoza                  | Estatal                   | 159  | 123  | 80   | 62   | 53   | 31   | 0    | 0    | 0    | 0    | 36   | 4    | 104       | 2021

Mendoza                  | Estatal                   | 951  | 771  | 686  | 494  | 433  | 64   | 0    | 0    | 0    | 0    | 194  | 25   | 536       | 2021

Mendoza                  | Privado                   | 328  | 333  | 300  | 279  | 259  | 0    | 0    | 0    | 0    | 0    | 76   | 0    | 305       | 2021

Mendoza                  | Estatal                   | 343  | 293  | 228  | 130  | 105  | 25   | 0    | 0    | 0    | 0    | 29   | 6    | 129       | 2021

Mendoza                  | Estatal                   | 1398 | 1260 | 977  | 821  | 760  | 141  | 0    | 0    | 0    | 0    | 271  | 105  | 911       | 2021

Mendoza                  | Privado                   | 462  | 489  | 438  | 415  | 318  | 53   | 0    | 0    | 0    | 0    | 72   | 0    | 397       | 2021

Mendoza                  | Estatal                   | 77   | 48   | 61   | 34   | 34   | 5    | 0    | 0    | 0    | 0    | 2    | 5    | 46        | 2021

Mendoza                  | Estatal                   | 224  | 171  | 118  | 111  | 71   | 34   | 0    | 0    | 0    | 0    | 59   | 39   | 105       | 2021

Mendoza                  | Estatal                   | 273  | 233  | 203  | 175  | 167  | 0    | 0    | 0    | 0    | 0    | 53   | 0    | 214       | 2021

Mendoza                  | Estatal                   | 419  | 326  | 272  | 303  | 243  | 5    | 0    | 0    | 0    | 0    | 39   | 17   | 274       | 2021

Mendoza                  | Estatal                   | 105  | 104  | 96   | 72   | 64   | 5    | 0    | 0    | 0    | 0    | 0    | 4    | 66        | 2021

Mendoza                  | Estatal                   | 209  | 183  | 174  | 136  | 122  | 41   | 42   | 32   | 53   | 34   | 60   | 0    | 153       | 2021

Mendoza                  | Privado                   | 170  | 150  | 131  | 125  | 115  | 0    | 0    | 0    | 0    | 0    | 7    | 0    | 130       | 2021

Mendoza                  | Estatal                   | 466  | 368  | 293  | 239  | 205  | 30   | 0    | 0    | 0    | 0    | 69   | 19   | 204       | 2021

Mendoza                  | Estatal                   | 795  | 631  | 531  | 490  | 467  | 70   | 0    | 0    | 0    | 0    | 218  | 51   | 661       | 2021

Mendoza                  | Privado                   | 173  | 165  | 162  | 177  | 110  | 0    | 0    | 0    | 0    | 0    | 11   | 0    | 190       | 2021

Mendoza                  | Estatal                   | 287  | 252  | 211  | 168  | 107  | 77   | 0    | 0    | 0    | 0    | 23   | 45   | 154       | 2021

Mendoza                  | Estatal                   | 1247 | 1110 | 1027 | 872  | 673  | 263  | 32   | 27   | 33   | 21   | 255  | 69   | 1062      | 2021

Mendoza                  | Privado                   | 389  | 374  | 331  | 301  | 255  | 0    | 0    | 0    | 0    | 0    | 56   | 0    | 311       | 2021

Mendoza                  | Estatal                   | 87   | 63   | 54   | 29   | 24   | 0    | 0    | 0    | 0    | 0    | 4    | 0    | 65        | 2021

Mendoza                  | Estatal                   | 148  | 150  | 139  | 83   | 32   | 4    | 0    | 0    | 0    | 0    | 29   | 1    | 89        | 2021

Mendoza                  | Estatal                   | 47   | 43   | 40   | 39   | 29   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 47        | 2021

Mendoza                  | Estatal                   | 500  | 404  | 314  | 246  | 183  | 44   | 0    | 0    | 0    | 0    | 95   | 58   | 252       | 2021

Mendoza                  | Privado                   | 90   | 56   | 62   | 80   | 80   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 86        | 2021

Mendoza                  | Estatal                   | 176  | 154  | 130  | 69   | 64   | 19   | 0    | 0    | 0    | 0    | 26   | 0    | 64        | 2021

Mendoza                  | Estatal                   | 277  | 206  | 190  | 175  | 158  | 53   | 0    | 0    | 0    | 0    | 55   | 18   | 183       | 2021

Mendoza                  | Privado                   | 62   | 60   | 47   | 50   | 40   | 0    | 0    | 0    | 0    | 0    | 10   | 0    | 59        | 2021

Misiones                 | Estatal                   | 214  | 211  | 177  | 159  | 167  | 5    | 24   | 25   | 17   | 22   | 28   | 3    | 191       | 2021

Misiones                 | Estatal                   | 117  | 105  | 104  | 85   | 51   | 8    | 3    | 2    | 1    | 1    | 0    | 2    | 62        | 2021

Misiones                 | Estatal                   | 49   | 55   | 37   | 31   | 27   | 0    | 27   | 17   | 6    | 1    | 17   | 0    | 31        | 2021

Misiones                 | Estatal                   | 286  | 287  | 191  | 177  | 167  | 75   | 38   | 33   | 43   | 25   | 75   | 5    | 200       | 2021

Misiones                 | Privado                   | 236  | 240  | 196  | 220  | 163  | 16   | 18   | 16   | 21   | 14   | 13   | 4    | 189       | 2021

Misiones                 | Estatal                   | 33   | 30   | 24   | 20   | 23   | 0    | 7    | 7    | 2    | 2    | 1    | 0    | 26        | 2021

Misiones                 | Estatal                   | 559  | 512  | 479  | 393  | 318  | 33   | 139  | 95   | 38   | 44   | 47   | 23   | 434       | 2021

Misiones                 | Privado                   | 97   | 79   | 70   | 68   | 68   | 10   | 10   | 12   | 10   | 13   | 10   | 0    | 100       | 2021

Misiones                 | Estatal                   | 70   | 63   | 69   | 50   | 55   | 25   | 5    | 7    | 7    | 4    | 24   | 6    | 57        | 2021

Misiones                 | Estatal                   | 228  | 174  | 132  | 124  | 103  | 27   | 45   | 38   | 35   | 24   | 30   | 1    | 191       | 2021

Misiones                 | Estatal                   | 69   | 66   | 62   | 57   | 45   | 1    | 83   | 68   | 32   | 19   | 32   | 0    | 77        | 2021

Misiones                 | Estatal                   | 2923 | 2507 | 1871 | 1555 | 1323 | 214  | 428  | 441  | 270  | 126  | 209  | 51   | 1739      | 2021

Misiones                 | Privado                   | 1598 | 1524 | 1524 | 1414 | 1253 | 61   | 168  | 133  | 156  | 129  | 230  | 18   | 1612      | 2021

Misiones                 | Estatal                   | 6    | 4    | 1    | 3    | 4    | 0    | 7    | 3    | 1    | 0    | 2    | 0    | 11        | 2021

Misiones                 | Estatal                   | 92   | 68   | 77   | 79   | 55   | 24   | 0    | 0    | 0    | 0    | 0    | 0    | 84        | 2021

Misiones                 | Estatal                   | 166  | 126  | 106  | 75   | 61   | 20   | 30   | 50   | 28   | 18   | 15   | 1    | 77        | 2021

Misiones                 | Estatal                   | 595  | 389  | 396  | 299  | 238  | 49   | 287  | 261  | 178  | 136  | 115  | 35   | 322       | 2021

Misiones                 | Privado                   | 181  | 169  | 169  | 147  | 102  | 0    | 10   | 11   | 9    | 5    | 24   | 0    | 170       | 2021

Misiones                 | Privado                   | 409  | 344  | 326  | 305  | 267  | 5    | 43   | 25   | 32   | 15   | 52   | 1    | 286       | 2021

Misiones                 | Privado                   | 43   | 44   | 50   | 24   | 34   | 0    | 6    | 8    | 14   | 9    | 10   | 0    | 43        | 2021

Misiones                 | Estatal                   | 134  | 98   | 64   | 46   | 48   | 6    | 6    | 10   | 2    | 1    | 4    | 1    | 51        | 2021

Misiones                 | Estatal                   | 433  | 272  | 250  | 177  | 133  | 40   | 90   | 68   | 27   | 35   | 23   | 0    | 193       | 2021

Misiones                 | Privado                   | 84   | 80   | 87   | 63   | 76   | 0    | 9    | 2    | 2    | 4    | 16   | 0    | 81        | 2021

Misiones                 | Estatal                   | 65   | 63   | 63   | 108  | 72   | 0    | 37   | 28   | 22   | 14   | 19   | 0    | 91        | 2021

Misiones                 | Estatal                   | 633  | 518  | 403  | 422  | 385  | 57   | 250  | 165  | 173  | 105  | 100  | 3    | 456       | 2021

Misiones                 | Privado                   | 109  | 85   | 78   | 67   | 68   | 0    | 10   | 14   | 1    | 15   | 21   | 0    | 82        | 2021

Misiones                 | Estatal                   | 12   | 12   | 14   | 10   | 5    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 5         | 2021

Misiones                 | Estatal                   | 635  | 416  | 459  | 346  | 333  | 86   | 526  | 450  | 237  | 151  | 131  | 8    | 394       | 2021

Misiones                 | Privado                   | 295  | 235  | 246  | 165  | 162  | 8    | 15   | 17   | 3    | 10   | 11   | 0    | 222       | 2021

Misiones                 | Estatal                   | 188  | 178  | 158  | 100  | 104  | 0    | 21   | 19   | 13   | 14   | 11   | 0    | 137       | 2021

Misiones                 | Estatal                   | 250  | 233  | 240  | 174  | 139  | 45   | 38   | 24   | 20   | 19   | 29   | 0    | 233       | 2021

Misiones                 | Privado                   | 115  | 108  | 126  | 101  | 135  | 0    | 1    | 0    | 1    | 0    | 7    | 0    | 157       | 2021

Misiones                 | Estatal                   | 72   | 79   | 89   | 69   | 63   | 4    | 50   | 47   | 26   | 22   | 12   | 7    | 64        | 2021

Misiones                 | Estatal                   | 299  | 328  | 302  | 201  | 225  | 102  | 89   | 97   | 61   | 53   | 26   | 1    | 338       | 2021

Misiones                 | Privado                   | 73   | 47   | 59   | 39   | 52   | 41   | 0    | 0    | 0    | 0    | 2    | 3    | 57        | 2021

Misiones                 | Privado                   | 97   | 42   | 66   | 61   | 52   | 4    | 6    | 7    | 3    | 0    | 12   | 0    | 101       | 2021

Misiones                 | Estatal                   | 26   | 33   | 43   | 36   | 21   | 0    | 28   | 34   | 18   | 7    | 8    | 0    | 26        | 2021

Misiones                 | Estatal                   | 151  | 189  | 195  | 173  | 150  | 31   | 249  | 136  | 64   | 42   | 59   | 29   | 162       | 2021

Misiones                 | Privado                   | 101  | 68   | 70   | 79   | 68   | 5    | 2    | 2    | 2    | 1    | 0    | 0    | 90        | 2021

Misiones                 | Estatal                   | 266  | 228  | 183  | 179  | 151  | 35   | 43   | 30   | 33   | 35   | 18   | 0    | 224       | 2021

Misiones                 | Estatal                   | 729  | 708  | 603  | 568  | 387  | 39   | 225  | 174  | 170  | 64   | 153  | 14   | 571       | 2021

Misiones                 | Privado                   | 182  | 167  | 145  | 122  | 147  | 0    | 0    | 5    | 2    | 1    | 19   | 0    | 168       | 2021

Misiones                 | Estatal                   | 53   | 61   | 40   | 39   | 33   | 0    | 18   | 8    | 9    | 4    | 5    | 0    | 44        | 2021

Misiones                 | Estatal                   | 363  | 333  | 339  | 317  | 265  | 49   | 171  | 109  | 50   | 42   | 48   | 8    | 419       | 2021

Misiones                 | Privado                   | 75   | 65   | 33   | 34   | 16   | 0    | 0    | 0    | 0    | 0    | 2    | 0    | 16        | 2021

Misiones                 | Privado                   | 108  | 86   | 86   | 87   | 74   | 15   | 0    | 0    | 0    | 0    | 6    | 0    | 78        | 2021

Misiones                 | Estatal                   | 89   | 107  | 90   | 95   | 109  | 0    | 41   | 49   | 34   | 17   | 9    | 0    | 114       | 2021

Misiones                 | Estatal                   | 144  | 91   | 120  | 84   | 84   | 28   | 66   | 33   | 13   | 21   | 6    | 0    | 137       | 2021

Misiones                 | Estatal                   | 104  | 90   | 92   | 83   | 50   | 0    | 24   | 18   | 9    | 6    | 9    | 0    | 59        | 2021

Misiones                 | Estatal                   | 249  | 238  | 169  | 139  | 97   | 26   | 91   | 99   | 49   | 25   | 34   | 16   | 113       | 2021

Neuquén                 | Estatal                   | 42   | 41   | 39   | 44   | 29   | 0    | 1    | 0    | 1    | 0    | 5    | 0    | 21        | 2021

Neuquén                 | Estatal                   | 364  | 321  | 226  | 198  | 91   | 13   | 12   | 6    | 6    | 5    | 53   | 1    | 81        | 2021

Neuquén                 | Estatal                   | 2    | 2    | 1    | 1    | 1    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 7         | 2021

Neuquén                 | Estatal                   | 28   | 19   | 16   | 22   | 20   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 20        | 2021

Neuquén                 | Estatal                   | 290  | 276  | 211  | 199  | 103  | 38   | 0    | 0    | 0    | 0    | 49   | 6    | 107       | 2021

Neuquén                 | Estatal                   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0         | 2021
